id,native_text,target_text,cefr_level,is_public,collection_id,unit_type,structure,function,grammar_points
4863,Người đàn ông đó cực kỳ hung bạo.,That man is extremely violent.,Vỡ lòng (A1),True,1668,sentence,simple,declarative,present_simple|determiner|noun|verb|adverb|adjective|noun_phrase
4864,Anh ấy không thích xem phim bạo lực.,He doesn't like watching violent movies.,Vỡ lòng (A1),True,1668,sentence,simple,declarative,present_simple|negation|pronoun|verb|adjective|noun|verb_phrase
4865,Cái ví.,Wallet.,Sơ cấp (A2),True,1669,word,,,noun
4866,Ví của bạn đâu?,Where's your wallet?,Vỡ lòng (A1),True,1669,sentence,simple,interrogative,present_simple|question_form|determiner|noun|verb|adverb
4867,Tên đó đã lấy trộm ví của tôi.,That man stole my wallet.,Vỡ lòng (A1),True,1669,sentence,simple,declarative,past_simple|noun|verb|determiner|noun_phrase
4868,Bố tôi vừa mua một chiếc ví mới.,My father has just bought a new wallet.,Sơ cấp (A2),True,1669,sentence,simple,declarative,present_perfect|noun_phrase|determiner|adjective|noun|verb
4869,Chiến tranh.,War.,Vỡ lòng (A1),True,1670,word,,,noun
4870,Chúng tôi tuyên chiến.,We declared war.,Vỡ lòng (A1),True,1670,sentence,simple,declarative,past_simple|pronoun|verb|noun|noun_phrase|verb_phrase
4871,Ông ấy đã hy sinh trong chiến tranh.,He was killed in the war.,Sơ cấp (A2),True,1670,sentence,simple,declarative,past_simple|passive|pronoun|verb|preposition|determiner|noun
4872,Hai nước đang trong tình trạng chiến tranh.,The two countries are at war.,Sơ cấp (A2),True,1670,sentence,simple,declarative,present_simple|noun_phrase|verb|prepositional_phrase
4873,Sóng.,Wave.,Vỡ lòng (A1),True,1671,word,,,verb
4874,Không nên bơi khi có sóng lớn.,Don't swim in large waves.,Vỡ lòng (A1),True,1671,sentence,simple,imperative,present_simple|negation|verb|prepositional_phrase|preposition|adjective|noun
4875,Cô ấy vẫy tay chào tạm biệt tôi.,She waved goodbye to me.,Sơ cấp (A2),True,1671,sentence,simple,declarative,past_simple|pronoun|verb|preposition|prepositional_phrase
4876,Tôi cố gắng tiến lại gần nhưng anh ta xua tay bảo tôi tránh ra.,I tried to approach but he waved me away.,Sơ cấp (A2),True,1671,sentence,compound,declarative,past_simple|conjunction|pronoun|verb|adverb|time_sequence
4877,Yếu đuối.,Weak.,Vỡ lòng (A1),True,1672,word,,,adjective
4878,Tôi yếu toán.,I am weak in math.,Vỡ lòng (A1),True,1672,sentence,simple,declarative,present_simple|pronoun|verb|adjective|preposition|noun|prepositional_phrase
4879,"Cô ấy nói bằng giọng yếu ớt, nhưng...",She spoke in a weak voice.,Sơ cấp (A2),True,1672,sentence,simple,declarative,past_simple|pronoun|verb|preposition|determiner|adjective|noun|prepositional_phrase
4880,Bạn quá yếu để làm điều đó.,You are too weak to do that.,Vỡ lòng (A1),True,1672,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective|reason_result
4881,Điểm yếu.,Weakness.,Vỡ lòng (A1),True,1673,word,,,noun
4882,Ai cũng có điểm yếu của riêng mình.,We all have our weakness.,Sơ cấp (A2),True,1673,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase|verb_phrase
4883,Điểm yếu lớn nhất của bạn là gì?,What is your greatest weakness?,Sơ cấp (A2),True,1673,sentence,simple,interrogative,present_simple|question_form|pronoun|determiner|adjective|noun|comparison
4884,Sự trưởng thành bắt đầu khi chúng ta chấp nhận những điểm yếu của chính mình.,Growth begins where we begin to accept our own weakness.,Trung cấp (B1),True,1673,sentence,complex,declarative,present_simple|noun|verb|pronoun|adjective|relative_clause
4885,Bắt đầu.,Begin.,Vỡ lòng (A1),True,1674,word,,,verb
4886,Tôi không biết phải bắt đầu từ đâu.,I hardly know where to begin.,Sơ cấp (A2),True,1674,sentence,complex,declarative,present_simple|negation|relative_clause|pronoun|verb|adverb|verb_phrase
4887,Cách tốt nhất để bắt đầu là ngừng nói và bắt đầu hành động.,The way to get started is to quit talking and begin doing.,Trung cấp (B1),True,1674,sentence,simple,declarative,present_simple|noun_phrase|verb_phrase|passive|conjunction
4888,Sự phát triển.,Growth.,Sơ cấp (A2),True,1675,word,,,noun
4889,Sự phát triển nhanh chóng của thành phố đã khiến chúng tôi ngạc nhiên.,The rapid growth of the city surprised us.,Sơ cấp (A2),True,1675,sentence,simple,declarative,past_simple|noun_phrase|adjective|prepositional_phrase|verb|pronoun|determiner
4890,Tăng trưởng dân số nhanh là một vấn đề nghiêm trọng ở nước ta.,Rapid population growth is a serious problem in our country.,Sơ cấp (A2),True,1675,sentence,simple,declarative,present_simple|noun_phrase|adjective|noun|verb|prepositional_phrase|preposition|determiner
4891,Thứ Tư.,Wednesday.,Vỡ lòng (A1),True,1676,word,,,noun
4892,Bạn rảnh vào thứ Tư không?,Are you free on Wednesday?,Vỡ lòng (A1),True,1676,sentence,simple,interrogative,present_simple|question_form|pronoun|adjective|prepositional_phrase|time_sequence
4893,Hẹn gặp lại bạn vào thứ Tư tuần sau.,I'll see you next Wednesday.,Vỡ lòng (A1),True,1676,sentence,simple,declarative,future_will|pronoun|verb|determiner|noun|noun_phrase
4894,Cô ấy đã vắng mặt kể từ thứ Tư tuần trước.,She has been absent since last Wednesday.,Sơ cấp (A2),True,1676,sentence,simple,declarative,present_perfect|pronoun|adjective|preposition|noun|prepositional_phrase
4895,Vắng mặt.,Absent.,Sơ cấp (A2),True,1677,word,,,adjective
4896,Tại sao bạn vắng mặt hôm qua?,Why were you absent yesterday?,Vỡ lòng (A1),True,1677,sentence,simple,interrogative,past_simple|question_form|pronoun|adjective|adverb
4897,Cô ấy đã nghỉ học bao lâu rồi?,How long has she been absent from school?,Vỡ lòng (A1),True,1677,sentence,simple,interrogative,present_perfect|question_form|pronoun|verb|adjective|preposition|noun|adverb_phrase
4898,Huýt sáo.,Whistle.,Vỡ lòng (A1),True,1678,word,,,verb
4899,Bạn có biết huýt sáo không?,Can you whistle?,Vỡ lòng (A1),True,1678,sentence,simple,interrogative,modal|question_form|pronoun|verb
4900,Tôi nghe thấy ai đó huýt sáo.,I heard someone whistle.,Vỡ lòng (A1),True,1678,sentence,simple,declarative,past_simple|pronoun|verb
4901,Anh ta lấy ra một cái còi và thổi.,He pulled out a whistle and blew it.,Sơ cấp (A2),True,1678,sentence,compound,declarative,past_simple|conjunction
4902,Bất cứ ai.,Whoever.,Vỡ lòng (A1),True,1679,word,,,pronoun
4903,Ai nói như vậy đều là kẻ nói dối.,Whoever said that is a liar.,Sơ cấp (A2),True,1679,sentence,complex,declarative,relative_clause|present_simple|pronoun|verb|noun|noun_phrase|verb_phrase
4904,Người làm ra chiếc bánh này quả là một nghệ sĩ thực thụ.,Whoever made this cake is a real artist.,Sơ cấp (A2),True,1679,sentence,complex,declarative,present_simple|relative_clause|noun|verb|adjective|pronoun|noun_phrase
4905,Bạn có thể tặng cuốn sách này cho bất cứ ai muốn.,You may give this book to whoever wants it.,Sơ cấp (A2),True,1679,sentence,complex,declarative,modal|present_simple|relative_clause
4906,Nghệ sĩ.,Artist.,Sơ cấp (A2),True,1680,word,,,noun
4907,Anh ấy là một nghệ sĩ tài năng.,He is a talented artist.,Vỡ lòng (A1),True,1680,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
4908,Cô ấy là một nghệ sĩ xăm hình nổi tiếng.,She is a well-known tattoo artist.,Sơ cấp (A2),True,1680,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
4909,Hoang dã.,Wild.,Vỡ lòng (A1),True,1681,word,,,adjective
4910,Cánh đồng đầy ắp hoa dại.,The field is full of wild flowers.,Sơ cấp (A2),True,1681,sentence,simple,declarative,present_simple|noun_phrase|verb|adjective|prepositional_phrase
4911,Khu vực này có rất nhiều động vật hoang dã.,There are many wild animals in this area.,Sơ cấp (A2),True,1681,sentence,simple,declarative,present_simple|noun|verb|adjective|preposition|determiner|noun_phrase|prepositional_phrase
4912,Có rất nhiều động vật hoang dã trong khu rừng này.,There are many wild animals in this forest.,Sơ cấp (A2),True,1681,sentence,simple,declarative,present_simple|noun_phrase|prepositional_phrase|determiner|adjective|noun|verb|preposition
4913,Động vật.,Animal.,Vỡ lòng (A1),True,1682,word,,,noun
4914,"Tôi yêu động vật, đặc biệt là chó.","I love animals, especially dogs.",Vỡ lòng (A1),True,1682,sentence,simple,declarative,present_simple|pronoun|verb|noun|adverb
4915,Bạn có thể thấy rất nhiều động vật trong khu rừng này.,You can see many animals in this forest.,Sơ cấp (A2),True,1682,sentence,simple,declarative,modal|pronoun|determiner|noun|preposition|prepositional_phrase
4916,Rừng.,Forest.,Sơ cấp (A2),True,1683,word,,,noun
4917,Anh ta đi xuyên qua khu rừng.,He walked through the forest.,Vỡ lòng (A1),True,1683,sentence,simple,declarative,past_simple|pronoun|verb|preposition|determiner|noun|prepositional_phrase
4918,Tôi bị lạc trong rừng.,I got lost in the forest.,Vỡ lòng (A1),True,1683,sentence,simple,declarative,past_simple|passive|pronoun|prepositional_phrase
4919,Màu vàng.,Yellow.,Sơ cấp (A2),True,1684,word,,,adjective
4920,Màu yêu thích của tôi là màu vàng.,My favorite color is yellow.,Vỡ lòng (A1),True,1684,sentence,simple,declarative,present_simple|noun_phrase|adjective|verb
4921,Anh ấy sống trong ngôi nhà màu vàng đó.,He lives in that yellow house.,Vỡ lòng (A1),True,1684,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|adjective|noun|noun_phrase|prepositional_phrase
4922,"Nếu bạn trộn màu xanh dương và màu vàng, bạn sẽ được màu xanh lá cây.","If you mix blue and yellow, you'll get green.",Sơ cấp (A2),True,1684,sentence,complex,declarative,conditional|future_will|pronoun|verb|adjective|conjunction
4923,Trộn.,Mix.,Vỡ lòng (A1),True,1685,word,,,verb
4924,Trộn bột mì với hai quả trứng.,Mix the flour with two eggs.,Sơ cấp (A2),True,1685,sentence,simple,imperative,present_simple|verb|noun|determiner|preposition|noun_phrase|prepositional_phrase
4925,Không thể trộn dầu với nước.,You can't mix oil with water.,Sơ cấp (A2),True,1685,sentence,simple,declarative,modal|negation|pronoun|verb|noun|preposition
4926,Dầu.,Oil.,Vỡ lòng (A1),True,1686,word,,,noun
4927,Ông ấy làm trong ngành kinh doanh dầu mỏ.,He is in the oil business.,Sơ cấp (A2),True,1686,sentence,simple,declarative,present_simple|pronoun|verb|prepositional_phrase|preposition|determiner|noun
4928,Nước và dầu đều là chất lỏng.,Water and oil are both liquids.,Sơ cấp (A2),True,1686,sentence,simple,declarative,present_simple|noun|verb|conjunction|noun_phrase|verb_phrase|comparison
4929,Tiếp theo.,Onto.,Vỡ lòng (A1),True,1687,word,,,preposition
4930,Leo lên mái nhà.,Climb onto the roof.,Vỡ lòng (A1),True,1687,sentence,simple,imperative,present_simple|verb|prepositional_phrase|preposition|determiner|noun
4931,Chúng tôi lên máy bay.,We got onto the plane.,Vỡ lòng (A1),True,1687,sentence,simple,declarative,past_simple|pronoun|prepositional_phrase|verb_phrase
4932,Con mèo nhảy lên bàn.,The cat jumped onto the table.,Sơ cấp (A2),True,1687,sentence,simple,declarative,past_simple|noun_phrase|verb_phrase|prepositional_phrase|noun|verb|preposition|determiner
4933,Chính xác.,Accurate.,Sơ cấp (A2),True,1688,word,,,adjective
4934,Đồng hồ của tôi không chính xác lắm.,My watch is not very accurate.,Sơ cấp (A2),True,1688,sentence,simple,declarative,present_simple|negation|noun_phrase|verb|adjective|adverb
4935,Dữ liệu này hoàn toàn không chính xác.,This data isn't accurate at all.,Sơ cấp (A2),True,1688,sentence,simple,declarative,present_simple|negation|noun|adjective|determiner|adverb_phrase|verb
4936,Anh ấy làm việc rất tỉ mỉ.,He is very accurate in his work.,Sơ cấp (A2),True,1688,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective|preposition|determiner|noun|adjective_phrase|prepositional_phrase
4937,Công nghệ.,Technology.,Sơ cấp (A2),True,1689,word,,,noun
4938,Tôi là một người nghiện công nghệ.,I am a technology addict.,Sơ cấp (A2),True,1689,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
4939,Công nghệ này có những ưu điểm gì?,What are the advantages of this technology?,Sơ cấp (A2),True,1689,sentence,simple,interrogative,question_form|present_simple|noun|preposition|determiner|noun_phrase
4940,Công nghệ hiện đại đã làm cho cuộc sống của chúng ta thoải mái hơn.,Modern technology has made our lives more comfortable.,Sơ cấp (A2),True,1689,sentence,simple,declarative,present_perfect|noun_phrase|verb_phrase|adjective_phrase|comparison
4941,Hiện đại.,Modern.,Sơ cấp (A2),True,1690,word,,,adjective
4942,Cô ấy là một cô gái hiện đại.,She's a modern girl.,Vỡ lòng (A1),True,1690,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
4943,Căng thẳng là một vấn đề lớn của cuộc sống hiện đại.,Stress is a major problem of modern life.,Trung cấp (B1),True,1690,sentence,simple,declarative,present_simple|noun|verb|adjective|preposition|determiner|noun_phrase|prepositional_phrase
4944,Tươi.,Fresh.,Vỡ lòng (A1),True,1691,word,,,adjective
4945,Cá rất tươi.,The fish is very fresh.,Vỡ lòng (A1),True,1691,sentence,simple,declarative,present_simple|noun|verb|adjective|adverb|determiner|noun_phrase|adjective_phrase
4946,Tôi thích không khí trong lành ở vùng nông thôn.,I enjoy the fresh atmosphere in the countryside.,Sơ cấp (A2),True,1691,sentence,simple,declarative,present_simple|pronoun|verb|adjective|noun|determiner|preposition|noun_phrase|prepositional_phrase
4947,Cô ấy đi chợ mua rau tươi.,She went to the market to buy fresh vegetables.,Sơ cấp (A2),True,1691,sentence,simple,declarative,past_simple|reason_result|pronoun|verb|noun|adjective|preposition|determiner
4948,Bầu không khí.,Atmosphere.,Vỡ lòng (A1),True,1692,word,,,noun
4949,Không khí trong văn phòng rất thân thiện.,There is a friendly atmosphere in the office.,Sơ cấp (A2),True,1692,sentence,simple,declarative,present_simple|noun|verb|adjective|preposition|determiner|prepositional_phrase
4950,Tôi có thể cảm nhận được bầu không khí căng thẳng trong phòng.,I could sense the tense atmosphere in the room.,Sơ cấp (A2),True,1692,sentence,simple,declarative,modal|verb|pronoun|determiner|adjective|noun|noun_phrase|preposition|prepositional_phrase|verb_phrase
4951,Dày.,Thick.,Sơ cấp (A2),True,1693,word,,,adjective
4952,Các bức tường dày bao nhiêu?,How thick are the walls?,Vỡ lòng (A1),True,1693,sentence,simple,interrogative,present_simple|question_form|adjective|noun|verb|adverb|determiner
4953,Lông mày của anh ta rậm rạp và dày.,His eyebrows were thick and bushy.,Sơ cấp (A2),True,1693,sentence,simple,declarative,past_simple|noun_phrase|verb|adjective_phrase|adjective|conjunction
4954,Sàn nhà được trải một tấm thảm dày.,The floor is covered with a thick carpet.,Sơ cấp (A2),True,1693,sentence,simple,declarative,present_simple|passive|noun_phrase|prepositional_phrase
